system:index,array,.geo
576,"[[-0.02223143708737574, 0.9534189105033875, 6.10329532623291, 360.57940673828125, 47.0, 0.0, 2003.0], [0.023134946626814146, 0.99378502368927, 6.10329532623291, 360.57940673828125, 32.0, 0.0, 2004.0], [-0.03314808665752178, 0.9324880242347717, 6.10329532623291, 360.57940673828125, 51.0, 0.0, 2005.0], [0.0521760692124249, 1.0128118991851807, 6.10329532623291, 360.57940673828125, 29.0, 0.0, 2006.0], [0.04751870796583468, 1.0031542778015137, 6.10329532623291, 360.57940673828125, 28.0, 0.0, 2007.0], [0.12334540013262585, 1.073980689048767, 6.10329532623291, 360.57940673828125, 79.0, 0.0, 2008.0], [0.08744567563658467, 1.033066987991333, 6.10329532623291, 360.57940673828125, 34.0, 0.0, 2009.0], [-0.19373074574489335, 0.7468903064727783, 6.10329532623291, 360.57940673828125, 54.0, 0.0, 2010.0], [-0.09278737152548977, 0.842833399772644, 6.10329532623291, 360.57940673828125, 59.0, 0.0, 2011.0], [0.03102187336805662, 0.9616423845291138, 6.10329532623291, 360.57940673828125, 107.0, 0.0, 2012.0], [-0.06299876654983283, 0.8225781917572021, 6.10329532623291, 360.57940673828125, 41.0, 0.0, 2021.0], [0.00716840499089022, 0.8877450823783875, 6.10329532623291, 360.57940673828125, 34.0, 0.0, 2022.0], [0.014567925811407534, 0.9401744604110718, 6.10329532623291, 360.57940673828125, 35.0, 0.0, 2013.0], [-0.052017031248943635, 0.8685892224311829, 6.10329532623291, 360.57940673828125, 49.0, 0.0, 2014.0], [-0.06311503199138346, 0.8524909615516663, 6.10329532623291, 360.57940673828125, 48.0, 0.0, 2015.0], [-0.11369685718527955, 0.7969088554382324, 6.10329532623291, 360.57940673828125, 37.0, 0.0, 2016.0], [0.03718726851170295, 0.942779004573822, 6.10329532623291, 360.57940673828125, 35.0, 0.0, 2017.0], [0.024393873253271803, 0.9249853491783142, 6.10329532623291, 360.57940673828125, 36.0, 0.0, 2018.0], [0.01022202215758139, 0.9058132171630859, 6.10329532623291, 360.57940673828125, 43.0, 0.0, 2019.0], [0.17554316032352768, 1.0661340951919556, 6.10329532623291, 360.57940673828125, 55.0, 0.0, 2020.0]]","{""type"":""Point"",""coordinates"":[78.88975600896032,41.21136731417998]}"
583,"[[0.0489730466883207, 1.1933878660202026, 25.134723663330078, 117.31709289550781, 457.0, 0.0, 2003.0], [0.0868322292095225, 1.2238824367523193, 25.134723663330078, 117.31709289550781, 482.0, 0.0, 2004.0], [-0.008626629710495326, 1.121038794517517, 25.134723663330078, 117.31709289550781, 522.0, 0.0, 2005.0], [0.08293182310497826, 1.2052326202392578, 25.134723663330078, 117.31709289550781, 430.0, 0.0, 2006.0], [0.015471847979918518, 1.1304080486297607, 25.134723663330078, 117.31709289550781, 496.0, 0.0, 2007.0], [-0.06023630648915379, 1.0473352670669556, 25.134723663330078, 117.31709289550781, 490.0, 0.0, 2008.0], [-0.0873748757514965, 1.0128118991851807, 25.134723663330078, 117.31709289550781, 445.0, 0.0, 2009.0], [-0.08966790065072616, 1.0031542778015137, 25.134723663330078, 117.31709289550781, 570.0, 0.0, 2010.0], [-0.0660381196721056, 1.0194194316864014, 25.134723663330078, 117.31709289550781, 474.0, 0.0, 2011.0], [-0.011958859682113854, 1.0661340951919556, 25.134723663330078, 117.31709289550781, 477.0, 0.0, 2012.0], [0.07853715474089351, 1.0902880430221558, 25.134723663330078, 117.31709289550781, 548.0, 0.0, 2021.0], [0.005173250950837316, 1.0095595121383667, 25.134723663330078, 117.31709289550781, 405.0, 0.0, 2022.0], [-0.023372889187681878, 1.0473352670669556, 25.134723663330078, 117.31709289550781, 520.0, 0.0, 2013.0], [-0.01600826209394901, 1.0473352670669556, 25.134723663330078, 117.31709289550781, 499.0, 0.0, 2014.0], [0.010155162515488536, 1.0661340951919556, 25.134723663330078, 117.31709289550781, 487.0, 0.0, 2015.0], [0.0023916539280690596, 1.0510059595108032, 25.134723663330078, 117.31709289550781, 512.0, 0.0, 2016.0], [-0.004655739301253625, 1.0365737676620483, 25.134723663330078, 117.31709289550781, 513.0, 0.0, 2017.0], [0.05226618540736583, 1.0861310958862305, 25.134723663330078, 117.31709289550781, 496.0, 0.0, 2018.0], [0.013619841431762758, 1.0401201248168945, 25.134723663330078, 117.31709289550781, 460.0, 0.0, 2019.0], [-0.02841261341818102, 0.9907230734825134, 25.134723663330078, 117.31709289550781, 485.0, 0.0, 2020.0]]","{""type"":""Point"",""coordinates"":[60.08984974599637,27.732719570009976]}"
585,"[[-0.06395357052675321, 0.6691077947616577, 14.992751121520996, 1093.882080078125, 203.0, 0.0, 2003.0], [-0.06393913676647955, 0.6594170331954956, 14.992751121520996, 1093.882080078125, 215.0, 0.0, 2004.0], [0.002589847299391157, 0.7162142395973206, 14.992751121520996, 1093.882080078125, 225.0, 0.0, 2005.0], [-0.07862765048520404, 0.6252915263175964, 14.992751121520996, 1093.882080078125, 230.0, 0.0, 2006.0], [0.01695840026000195, 0.7111724019050598, 14.992751121520996, 1093.882080078125, 218.0, 0.0, 2007.0], [0.07090277915387366, 0.7554115653038025, 14.992751121520996, 1093.882080078125, 234.0, 0.0, 2008.0], [-0.0023713281647546047, 0.6724056601524353, 14.992751121520996, 1093.882080078125, 203.0, 0.0, 2009.0], [0.07489004940463961, 0.7399618625640869, 14.992751121520996, 1093.882080078125, 193.0, 0.0, 2010.0], [0.020371975410022447, 0.6757385730743408, 14.992751121520996, 1093.882080078125, 239.0, 0.0, 2011.0], [0.05445455621122819, 0.700115978717804, 14.992751121520996, 1093.882080078125, 291.0, 0.0, 2012.0], [-0.10281802865580825, 0.45541682839393616, 14.992751121520996, 1093.882080078125, 221.0, 0.0, 2021.0], [-4.169511058544906E-4, 0.548112690448761, 14.992751121520996, 1093.882080078125, 235.0, 0.0, 2022.0], [0.053506274583823066, 0.6894358992576599, 14.992751121520996, 1093.882080078125, 214.0, 0.0, 2013.0], [0.008724678917910733, 0.6349490880966187, 14.992751121520996, 1093.882080078125, 193.0, 0.0, 2014.0], [0.02039758221362331, 0.6369168162345886, 14.992751121520996, 1093.882080078125, 204.0, 0.0, 2015.0], [0.01469618912720927, 0.6215102076530457, 14.992751121520996, 1093.882080078125, 224.0, 0.0, 2016.0], [0.020691669802202828, 0.6177738904953003, 14.992751121520996, 1093.882080078125, 201.0, 0.0, 2017.0], [0.019447590923995728, 0.6068246364593506, 14.992751121520996, 1093.882080078125, 174.0, 0.0, 2018.0], [-0.03325587926507945, 0.5444159507751465, 14.992751121520996, 1093.882080078125, 199.0, 0.0, 2019.0], [-0.032249048337988695, 0.5357176065444946, 14.992751121520996, 1093.882080078125, 218.0, 0.0, 2020.0]]","{""type"":""Point"",""coordinates"":[-93.17022298862824,36.482611000471884]}"
592,"[[0.02476511414563337, 0.40870213508605957, 25.167333602905273, 1617.086181640625, 14.0, 0.0, 2003.0], [0.09696534841118942, 0.48560649156570435, 25.167333602905273, 1617.086181640625, 15.0, 0.0, 2004.0], [0.027500680347450013, 0.42085883021354675, 25.167333602905273, 1617.086181640625, 14.0, 0.0, 2005.0], [0.018854952803214697, 0.41691723465919495, 25.167333602905273, 1617.086181640625, 10.0, 0.0, 2006.0], [-0.022324967063439283, 0.38044142723083496, 25.167333602905273, 1617.086181640625, 25.0, 0.0, 2007.0], [0.18022179406267452, 0.5876923203468323, 25.167333602905273, 1617.086181640625, 8.0, 0.0, 2008.0], [0.10345361008719978, 0.5156411528587341, 25.167333602905273, 1617.086181640625, 8.0, 0.0, 2009.0], [-0.40970234924497095, 0.00718930596485734, 25.167333602905273, 1617.086181640625, 5.0, 0.0, 2010.0], [-0.25650914529201985, 0.16508664190769196, 25.167333602905273, 1617.086181640625, 4.0, 0.0, 2011.0], [-0.05657100659639508, 0.3697288930416107, 25.167333602905273, 1617.086181640625, 8.0, 0.0, 2012.0], [0.006738146703543113, 0.47541382908821106, 25.167333602905273, 1617.086181640625, 16.0, 0.0, 2021.0], [-0.2450450000644776, 0.22833481431007385, 25.167333602905273, 1617.086181640625, 11.0, 0.0, 2022.0], [0.06136572948161223, 0.49238264560699463, 25.167333602905273, 1617.086181640625, 17.0, 0.0, 2013.0], [0.10722833037518209, 0.542949378490448, 25.167333602905273, 1617.086181640625, 11.0, 0.0, 2014.0], [-0.07237685027371366, 0.3680483102798462, 25.167333602905273, 1617.086181640625, 16.0, 0.0, 2015.0], [-0.2688725464897477, 0.17625674605369568, 25.167333602905273, 1617.086181640625, 4.0, 0.0, 2016.0], [0.2419316951386442, 0.6917780041694641, 25.167333602905273, 1617.086181640625, 6.0, 0.0, 2017.0], [-0.055708146326444274, 0.3988422751426697, 25.167333602905273, 1617.086181640625, 4.0, 0.0, 2018.0], [0.4657307957193168, 0.9249853491783142, 25.167333602905273, 1617.086181640625, 10.0, 0.0, 2019.0], [0.052353814075547955, 0.5163124799728394, 25.167333602905273, 1617.086181640625, 20.0, 0.0, 2020.0]]","{""type"":""Point"",""coordinates"":[13.34166558342723,-0.7216498340415182]}"
594,"[[0.3357148882844505, 0.9507248997688293, 27.814149856567383, 724.4756469726562, 101.0, 0.0, 2003.0], [-0.005393886420416827, 0.5997317433357239, 27.814149856567383, 724.4756469726562, 103.0, 0.0, 2004.0], [-0.008364425814002763, 0.5868497490882874, 27.814149856567383, 724.4756469726562, 146.0, 0.0, 2005.0], [-0.06495887200203443, 0.5203709006309509, 27.814149856567383, 724.4756469726562, 126.0, 0.0, 2006.0], [0.09696024870662168, 0.6724056601524353, 27.814149856567383, 724.4756469726562, 123.0, 0.0, 2007.0], [-0.10847921443773945, 0.45708179473876953, 27.814149856567383, 724.4756469726562, 121.0, 0.0, 2008.0], [-0.07428018740135811, 0.48136934638023376, 27.814149856567383, 724.4756469726562, 117.0, 0.0, 2009.0], [-0.14692289745175047, 0.3988422751426697, 27.814149856567383, 724.4756469726562, 139.0, 0.0, 2010.0], [-0.222317930101803, 0.3135628402233124, 27.814149856567383, 724.4756469726562, 113.0, 0.0, 2011.0], [-0.007661245544651418, 0.5183351635932922, 27.814149856567383, 724.4756469726562, 87.0, 0.0, 2012.0], [0.041421768849647544, 0.47837746143341064, 27.814149856567383, 724.4756469726562, 112.0, 0.0, 2021.0], [0.08523462504122392, 0.5123059153556824, 27.814149856567383, 724.4756469726562, 93.0, 0.0, 2022.0], [-0.01804726766064446, 0.4980376660823822, 27.814149856567383, 724.4756469726562, 115.0, 0.0, 2013.0], [-0.040658751478757305, 0.4655417799949646, 27.814149856567383, 724.4756469726562, 147.0, 0.0, 2014.0], [0.020669067311869016, 0.5169852375984192, 27.814149856567383, 724.4756469726562, 128.0, 0.0, 2015.0], [0.0715012048907745, 0.55793297290802, 27.814149856567383, 724.4756469726562, 142.0, 0.0, 2016.0], [0.030521817343949653, 0.5070421099662781, 27.814149856567383, 724.4756469726562, 109.0, 0.0, 2017.0], [-0.03467525929503523, 0.43196067214012146, 27.814149856567383, 724.4756469726562, 115.0, 0.0, 2018.0], [-0.025816503950703062, 0.4309350252151489, 27.814149856567383, 724.4756469726562, 147.0, 0.0, 2019.0], [0.07555282113035905, 0.5224199891090393, 27.814149856567383, 724.4756469726562, 139.0, 0.0, 2020.0]]","{""type"":""Point"",""coordinates"":[-69.69370904697512,11.411929643286795]}"
595,"[[-0.07755220159445042, 0.7265475392341614, 12.655261993408203, 481.2122802734375, 287.0, 0.0, 2003.0], [0.021942220765081344, 0.8243665099143982, 12.655261993408203, 481.2122802734375, 272.0, 0.0, 2004.0], [-0.051039172223434015, 0.7497050762176514, 12.655261993408203, 481.2122802734375, 308.0, 0.0, 2005.0], [-0.003798827154489537, 0.7952699661254883, 12.655261993408203, 481.2122802734375, 334.0, 0.0, 2006.0], [0.11075327471425744, 0.9081466197967529, 12.655261993408203, 481.2122802734375, 307.0, 0.0, 2007.0], [0.011208181722441424, 0.8069260716438293, 12.655261993408203, 481.2122802734375, 325.0, 0.0, 2008.0], [0.03758552968445816, 0.831623375415802, 12.655261993408203, 481.2122802734375, 275.0, 0.0, 2009.0], [0.05429845489838947, 0.846660852432251, 12.655261993408203, 481.2122802734375, 286.0, 0.0, 2010.0], [0.04093643304304806, 0.831623375415802, 12.655261993408203, 481.2122802734375, 297.0, 0.0, 2011.0], [-0.04767616178162537, 0.7413353323936462, 12.655261993408203, 481.2122802734375, 331.0, 0.0, 2012.0], [0.006974137834491412, 0.7808927893638611, 12.655261993408203, 481.2122802734375, 329.0, 0.0, 2021.0], [0.032990997433617664, 0.8052341938018799, 12.655261993408203, 481.2122802734375, 272.0, 0.0, 2022.0], [-0.02316080331774706, 0.7641706466674805, 12.655261993408203, 481.2122802734375, 283.0, 0.0, 2013.0], [-0.0063207344328846116, 0.7793352603912354, 12.655261993408203, 481.2122802734375, 304.0, 0.0, 2014.0], [-0.11705225530583685, 0.6669282913208008, 12.655261993408203, 481.2122802734375, 283.0, 0.0, 2015.0], [0.04385998860496554, 0.8261650800704956, 12.655261993408203, 481.2122802734375, 275.0, 0.0, 2016.0], [-0.020864488670292003, 0.7597605586051941, 12.655261993408203, 481.2122802734375, 316.0, 0.0, 2017.0], [-0.00880078535348583, 0.7701488137245178, 12.655261993408203, 481.2122802734375, 312.0, 0.0, 2018.0], [0.031353044288822796, 0.808627188205719, 12.655261993408203, 481.2122802734375, 287.0, 0.0, 2019.0], [-0.03563683315532684, 0.7399618625640869, 12.655261993408203, 481.2122802734375, 278.0, 0.0, 2020.0]]","{""type"":""Point"",""coordinates"":[67.3897067869849,40.15635780064044]}"
601,"[[-0.008741369831309465, 0.645927369594574, 23.578638076782227, 1126.591552734375, 261.0, 0.0, 2003.0], [-0.02926311670460502, 0.6233951449394226, 23.578638076782227, 1126.591552734375, 257.0, 0.0, 2004.0], [-0.034720004998028964, 0.6159222722053528, 23.578638076782227, 1126.591552734375, 265.0, 0.0, 2005.0], [0.04550601641728225, 0.6941378116607666, 23.578638076782227, 1126.591552734375, 240.0, 0.0, 2006.0], [0.028002346554147017, 0.6746236681938171, 23.578638076782227, 1126.591552734375, 232.0, 0.0, 2007.0], [-0.017411428287560926, 0.6271994113922119, 23.578638076782227, 1126.591552734375, 243.0, 0.0, 2008.0], [-0.0648667583906446, 0.5777280926704407, 23.578638076782227, 1126.591552734375, 249.0, 0.0, 2009.0], [0.020960481952061127, 0.6615448594093323, 23.578638076782227, 1126.591552734375, 257.0, 0.0, 2010.0], [0.03053389926428396, 0.6691077947616577, 23.578638076782227, 1126.591552734375, 239.0, 0.0, 2011.0], [0.04939168531850702, 0.6859551072120667, 23.578638076782227, 1126.591552734375, 232.0, 0.0, 2012.0], [0.00399865643839703, 0.6224512457847595, 23.578638076782227, 1126.591552734375, 238.0, 0.0, 2021.0], [-0.042774163908834595, 0.5736679434776306, 23.578638076782227, 1126.591552734375, 242.0, 0.0, 2022.0], [-0.010205528157837152, 0.6243419051170349, 23.578638076782227, 1126.591552734375, 267.0, 0.0, 2013.0], [0.032226856935452464, 0.6647638082504272, 23.578638076782227, 1126.591552734375, 229.0, 0.0, 2014.0], [-0.010890001671274074, 0.6196364760398865, 23.578638076782227, 1126.591552734375, 243.0, 0.0, 2015.0], [-0.011669315110088951, 0.6168466806411743, 23.578638076782227, 1126.591552734375, 261.0, 0.0, 2016.0], [0.03934419490905028, 0.665844202041626, 23.578638076782227, 1126.591552734375, 236.0, 0.0, 2017.0], [-0.016766893491224844, 0.6077226400375366, 23.578638076782227, 1126.591552734375, 229.0, 0.0, 2018.0], [-0.007478505590318041, 0.6150005459785461, 23.578638076782227, 1126.591552734375, 227.0, 0.0, 2019.0], [0.004822948352546486, 0.6252915263175964, 23.578638076782227, 1126.591552734375, 228.0, 0.0, 2020.0]]","{""type"":""Point"",""coordinates"":[26.754604489334255,-10.12458081660946]}"
609,"[[0.019539047732064718, 0.47014880180358887, 0.8653968572616577, 787.8431396484375, 137.0, 0.0, 2003.0], [0.07042583827641224, 0.5169852375984192, 0.8653968572616577, 787.8431396484375, 110.0, 0.0, 2004.0], [-0.017144811092221546, 0.42535313963890076, 0.8653968572616577, 787.8431396484375, 144.0, 0.0, 2005.0], [-0.008024119213062342, 0.43042346835136414, 0.8653968572616577, 787.8431396484375, 112.0, 0.0, 2006.0], [-0.05439140474527138, 0.3800058364868164, 0.8653968572616577, 787.8431396484375, 116.0, 0.0, 2007.0], [0.007315544591620926, 0.43766242265701294, 0.8653968572616577, 787.8431396484375, 125.0, 0.0, 2008.0], [-0.014708345337495377, 0.4115770757198334, 0.8653968572616577, 787.8431396484375, 100.0, 0.0, 2009.0], [0.024986860070389527, 0.44722193479537964, 0.8653968572616577, 787.8431396484375, 139.0, 0.0, 2010.0], [-0.010910226923894872, 0.4072744846343994, 0.8653968572616577, 787.8431396484375, 86.0, 0.0, 2011.0], [-0.028861057664081258, 0.3852733075618744, 0.8653968572616577, 787.8431396484375, 120.0, 0.0, 2012.0], [0.05431280643545899, 0.43196067214012146, 0.8653968572616577, 787.8431396484375, 137.0, 0.0, 2021.0], [0.012562364510296853, 0.38615986704826355, 0.8653968572616577, 787.8431396484375, 146.0, 0.0, 2022.0], [0.08355762023211982, 0.4936305284500122, 0.8653968572616577, 787.8431396484375, 95.0, 0.0, 2013.0], [-0.01763522262535433, 0.3883873224258423, 0.8653968572616577, 787.8431396484375, 121.0, 0.0, 2014.0], [-0.043822610610795176, 0.35814958810806274, 0.8653968572616577, 787.8431396484375, 133.0, 0.0, 2015.0], [-0.0628567389354171, 0.335065096616745, 0.8653968572616577, 787.8431396484375, 104.0, 0.0, 2016.0], [-0.05115873483873079, 0.34270164370536804, 0.8653968572616577, 787.8431396484375, 78.0, 0.0, 2017.0], [-0.014556265436629023, 0.3752537667751312, 0.8653968572616577, 787.8431396484375, 119.0, 0.0, 2018.0], [0.024376643201258208, 0.41013631224632263, 0.8653968572616577, 787.8431396484375, 85.0, 0.0, 2019.0], [0.02699281237333384, 0.40870213508605957, 0.8653968572616577, 787.8431396484375, 166.0, 0.0, 2020.0]]","{""type"":""Point"",""coordinates"":[-110.65437052492852,42.814835381005174]}"
611,"[[0.017290442243165227, 0.5843356251716614, 24.541048049926758, 3195.702880859375, 86.0, 0.0, 2003.0], [0.03993190964295923, 0.6113404631614685, 24.541048049926758, 3195.702880859375, 108.0, 0.0, 2004.0], [3.1385152782759107E-4, 0.5760977268218994, 24.541048049926758, 3195.702880859375, 73.0, 0.0, 2005.0], [-0.02144597817257743, 0.5587012767791748, 24.541048049926758, 3195.702880859375, 76.0, 0.0, 2006.0], [0.005723007507377864, 0.5902336239814758, 24.541048049926758, 3195.702880859375, 76.0, 0.0, 2007.0], [-0.003702535026431697, 0.5851714611053467, 24.541048049926758, 3195.702880859375, 66.0, 0.0, 2008.0], [0.04564755555901878, 0.6388968825340271, 24.541048049926758, 3195.702880859375, 84.0, 0.0, 2009.0], [-0.026355872110177536, 0.5712568163871765, 24.541048049926758, 3195.702880859375, 63.0, 0.0, 2010.0], [-0.003992767469151781, 0.5979833006858826, 24.541048049926758, 3195.702880859375, 72.0, 0.0, 2011.0], [0.004092658697711471, 0.6104320883750916, 24.541048049926758, 3195.702880859375, 68.0, 0.0, 2012.0], [0.0449591005945571, 0.6906047463417053, 24.541048049926758, 3195.702880859375, 53.0, 0.0, 2021.0], [-0.008118320773023213, 0.6418907046318054, 24.541048049926758, 3195.702880859375, 78.0, 0.0, 2022.0], [-0.02970030615583341, 0.5810144543647766, 24.541048049926758, 3195.702880859375, 88.0, 0.0, 2013.0], [-0.01796542493399722, 0.5971127152442932, 24.541048049926758, 3195.702880859375, 69.0, 0.0, 2014.0], [-0.03760003288960101, 0.5818414688110352, 24.541048049926758, 3195.702880859375, 82.0, 0.0, 2015.0], [-0.11806507327573601, 0.5057398080825806, 24.541048049926758, 3195.702880859375, 66.0, 0.0, 2016.0], [0.04980015116744152, 0.677980363368988, 24.541048049926758, 3195.702880859375, 84.0, 0.0, 2017.0], [-0.021203110562423633, 0.6113404631614685, 24.541048049926758, 3195.702880859375, 83.0, 0.0, 2018.0], [-0.00488647990134794, 0.6320204734802246, 24.541048049926758, 3195.702880859375, 63.0, 0.0, 2019.0], [0.0852772243302431, 0.7265475392341614, 24.541048049926758, 3195.702880859375, 66.0, 0.0, 2020.0]]","{""type"":""Point"",""coordinates"":[-64.77319298155784,2.9106726200685356]}"
617,"[[-0.10310270191231363, 0.6813732981681824, -8.2230863571167, 475.3735656738281, 5.0, 0.0, 2003.0], [-0.09138159106223165, 0.6941378116607666, -8.2230863571167, 475.3735656738281, 6.0, 0.0, 2004.0], [0.04689848243574579, 0.8334641456604004, -8.2230863571167, 475.3735656738281, 8.0, 0.0, 2005.0], [0.10679027688562504, 0.8943993449211121, -8.2230863571167, 475.3735656738281, 12.0, 0.0, 2006.0], [-0.10727917034147672, 0.6813732981681824, -8.2230863571167, 475.3735656738281, 14.0, 0.0, 2007.0], [0.16372303718289594, 0.9534189105033875, -8.2230863571167, 475.3735656738281, 3.0, 0.0, 2008.0], [0.14684917832531785, 0.9375913143157959, -8.2230863571167, 475.3735656738281, 2.0, 0.0, 2009.0], [-0.13448190515895553, 0.6573036313056946, -8.2230863571167, 475.3735656738281, 8.0, 0.0, 2010.0], [-0.15689750902832056, 0.6359314322471619, -8.2230863571167, 475.3735656738281, 4.0, 0.0, 2011.0], [0.11194087541343145, 0.9058132171630859, -8.2230863571167, 475.3735656738281, 8.0, 0.0, 2012.0], [-7.635745595234722E-4, 0.8035513758659363, -8.2230863571167, 475.3735656738281, 4.0, 0.0, 2022.0], [-0.009306200073174953, 0.7856124043464661, -8.2230863571167, 475.3735656738281, 14.0, 0.0, 2013.0], [0.03566136618532856, 0.831623375415802, -8.2230863571167, 475.3735656738281, 15.0, 0.0, 2014.0], [-0.06382238339086377, 0.7331830263137817, -8.2230863571167, 475.3735656738281, 8.0, 0.0, 2015.0], [0.08750919463216622, 0.885558009147644, -8.2230863571167, 475.3735656738281, 7.0, 0.0, 2016.0], [0.10671813997762158, 0.9058132171630859, -8.2230863571167, 475.3735656738281, 5.0, 0.0, 2017.0], [0.08760660471875104, 0.8877450823783875, -8.2230863571167, 475.3735656738281, 11.0, 0.0, 2018.0], [0.016091734320302642, 0.8172736167907715, -8.2230863571167, 475.3735656738281, 7.0, 0.0, 2019.0], [-0.24275385455032328, 0.5594714283943176, -8.2230863571167, 475.3735656738281, 6.0, 0.0, 2020.0]]","{""type"":""Point"",""coordinates"":[83.42458931094275,30.893874745342043]}"
618,"[[0.02152396270287582, 1.0194194316864014, 27.450401306152344, 24.003265380859375, 412.0, 0.0, 2003.0], [0.02451912693579028, 1.0261690616607666, 27.450401306152344, 24.003265380859375, 438.0, 0.0, 2004.0], [0.007397215311513827, 1.0128118991851807, 27.450401306152344, 24.003265380859375, 416.0, 0.0, 2005.0], [0.060863677589314547, 1.0700328350067139, 27.450401306152344, 24.003265380859375, 435.0, 0.0, 2006.0], [0.03441165171038718, 1.0473352670669556, 27.450401306152344, 24.003265380859375, 431.0, 0.0, 2007.0], [0.009490972760465732, 1.0261690616607666, 27.450401306152344, 24.003265380859375, 463.0, 0.0, 2008.0], [-0.010883333712906396, 1.0095595121383667, 27.450401306152344, 24.003265380859375, 394.0, 0.0, 2009.0], [-0.03041228010117214, 0.99378502368927, 27.450401306152344, 24.003265380859375, 424.0, 0.0, 2010.0], [-0.037228703851661216, 0.9907230734825134, 27.450401306152344, 24.003265380859375, 451.0, 0.0, 2011.0], [-0.052940687997800495, 0.9787655472755432, 27.450401306152344, 24.003265380859375, 424.0, 0.0, 2012.0], [0.004505534431748837, 1.0700328350067139, 27.450401306152344, 24.003265380859375, 440.0, 0.0, 2021.0], [0.02948908273860229, 1.0987708568572998, 27.450401306152344, 24.003265380859375, 449.0, 0.0, 2022.0], [-0.05962494005451613, 0.9758460521697998, 27.450401306152344, 24.003265380859375, 460.0, 0.0, 2013.0], [-0.060459918492505205, 0.9787655472755432, 27.450401306152344, 24.003265380859375, 445.0, 0.0, 2014.0], [-0.06421437643167427, 0.9787655472755432, 27.450401306152344, 24.003265380859375, 389.0, 0.0, 2015.0], [-0.013667409259616958, 1.033066987991333, 27.450401306152344, 24.003265380859375, 411.0, 0.0, 2016.0], [-0.027723146549639477, 1.0227760076522827, 27.450401306152344, 24.003265380859375, 399.0, 0.0, 2017.0], [0.05768760623506841, 1.1119412183761597, 27.450401306152344, 24.003265380859375, 416.0, 0.0, 2018.0], [0.08700012068266894, 1.1450082063674927, 27.450401306152344, 24.003265380859375, 381.0, 0.0, 2019.0], [0.020265845353057976, 1.0820283889770508, 27.450401306152344, 24.003265380859375, 414.0, 0.0, 2020.0]]","{""type"":""Point"",""coordinates"":[-4.518625410188061,19.62935808407131]}"
621,"[[-0.053882032026406956, 0.2792302966117859, 4.927079677581787, 1841.093017578125, 123.0, 0.0, 2003.0], [0.035105204904400056, 0.3647139370441437, 4.927079677581787, 1841.093017578125, 115.0, 0.0, 2004.0], [-0.006127434997450221, 0.3199681043624878, 4.927079677581787, 1841.093017578125, 131.0, 0.0, 2005.0], [0.03393777709645507, 0.35652971267700195, 4.927079677581787, 1841.093017578125, 99.0, 0.0, 2006.0], [-0.031539506317110555, 0.28754884004592896, 4.927079677581787, 1841.093017578125, 116.0, 0.0, 2007.0], [0.014614409647567994, 0.33019915223121643, 4.927079677581787, 1841.093017578125, 119.0, 0.0, 2008.0], [0.0018437399649683384, 0.31391528248786926, 4.927079677581787, 1841.093017578125, 175.0, 0.0, 2009.0], [0.024241941971629766, 0.3328098952770233, 4.927079677581787, 1841.093017578125, 188.0, 0.0, 2010.0], [-0.03146654283387906, 0.2735978066921234, 4.927079677581787, 1841.093017578125, 131.0, 0.0, 2011.0], [-0.04280266242145592, 0.2587580978870392, 4.927079677581787, 1841.093017578125, 110.0, 0.0, 2012.0], [0.0023601774799364983, 0.2723597586154938, 4.927079677581787, 1841.093017578125, 140.0, 0.0, 2021.0], [-0.08357362897607734, 0.1829223483800888, 4.927079677581787, 1841.093017578125, 130.0, 0.0, 2022.0], [0.01763586422506125, 0.31568342447280884, 4.927079677581787, 1841.093017578125, 132.0, 0.0, 2013.0], [0.03122955088828716, 0.3257735073566437, 4.927079677581787, 1841.093017578125, 113.0, 0.0, 2014.0], [-0.027513361339975728, 0.2635270059108734, 4.927079677581787, 1841.093017578125, 122.0, 0.0, 2015.0], [0.00722724862685431, 0.2947640120983124, 4.927079677581787, 1841.093017578125, 187.0, 0.0, 2016.0], [0.05521862671189376, 0.33924219012260437, 4.927079677581787, 1841.093017578125, 114.0, 0.0, 2017.0], [-0.008160215577709407, 0.2723597586154938, 4.927079677581787, 1841.093017578125, 166.0, 0.0, 2018.0], [0.05244082319924026, 0.32945719361305237, 4.927079677581787, 1841.093017578125, 79.0, 0.0, 2019.0], [0.009210019773772782, 0.2827228009700775, 4.927079677581787, 1841.093017578125, 133.0, 0.0, 2020.0]]","{""type"":""Point"",""coordinates"":[80.99233560416815,29.65390116576105]}"
